Country Name,Country Code,Year,Proportion of seats held by women in national parliaments (%),ID,Economy,Code,Region,Income group,WBL Report Year,WBL INDEX,MOBILITY,Can a woman apply for a passport in the same way as a man?,Can a woman travel outside the country in the same way as a man?,Can a woman travel outside her home in the same way as a man?,Can a woman choose where to live in the same way as a man?,WORKPLACE,Can a woman get a job in the same way as a man?,Does the law prohibit discrimination in employment based on gender?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,PAY,Does the law mandate equal remuneration for work of equal value?,Can women work the same night hours as men?,Can women work in jobs deemed dangerous in the same way as men?,Are women able to work in the same industries as men?,MARRIAGE,Is there no legal provision that requires a married woman to obey her husband?,"Can a woman be ""head of household"" or ""head of family"" in the same way as a man?",Is there legislation specifically addressing domestic violence?,Can a woman obtain a judgment of divorce in the same way as a man?,Does a woman have the same rights to remarry as a man?,PARENTHOOD,Is paid leave of at least 14 weeks available to mothers?,Does the government administer 100% of maternity leave benefits?,Is there paid leave available to fathers?,Is there paid parental leave?,Is dismissal of pregnant workers prohibited?,ENTREPRENEURSHIP,Can a woman sign a contract in the same way as a man?,Can a woman register a business in the same way as a man?,Can a woman open a bank account in the same way as a man?,Does the law prohibit discrimination in access to credit based on gender?,ASSETS,Do men and women have equal ownership rights to immovable property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do female and male surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,PENSION,Are the ages at which men and women can retire with full pension benefits equal?,Are the ages at which men and women can retire with partial pension benefits equal?,Is the mandatory retirement age for men and women equal?,Are periods of absence from work due to childcare accounted for in pension benefits?
Canada,CAN,2007,0.213114754,CAN2007,Canada,CAN,High income: OECD,High income,2007,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Canada,CAN,2008,0.220779221,CAN2008,Canada,CAN,High income: OECD,High income,2008,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Canada,CAN,2009,0.220779221,CAN2009,Canada,CAN,High income: OECD,High income,2009,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Canada,CAN,2010,0.220779221,CAN2010,Canada,CAN,High income: OECD,High income,2010,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Canada,CAN,2011,0.247557003,CAN2011,Canada,CAN,High income: OECD,High income,2011,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Canada,CAN,2012,0.246753247,CAN2012,Canada,CAN,High income: OECD,High income,2012,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Canada,CAN,2013,0.246753247,CAN2013,Canada,CAN,High income: OECD,High income,2013,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Canada,CAN,2014,0.250814332,CAN2014,Canada,CAN,High income: OECD,High income,2014,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Canada,CAN,2015,0.260355030,CAN2015,Canada,CAN,High income: OECD,High income,2015,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Canada,CAN,2016,0.260355030,CAN2016,Canada,CAN,High income: OECD,High income,2016,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Canada,CAN,2017,0.262686567,CAN2017,Canada,CAN,High income: OECD,High income,2017,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Canada,CAN,2018,0.269461078,CAN2018,Canada,CAN,High income: OECD,High income,2018,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Canada,CAN,2019,0.289940828,CAN2019,Canada,CAN,High income: OECD,High income,2019,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Switzerland,CHE,1997,0.21,CHE1997,Switzerland,CHE,High income: OECD,High income,1997,78.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Switzerland,CHE,1998,0.21,CHE1998,Switzerland,CHE,High income: OECD,High income,1998,78.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Switzerland,CHE,1999,0.225,CHE1999,Switzerland,CHE,High income: OECD,High income,1999,78.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Switzerland,CHE,2000,0.23,CHE2000,Switzerland,CHE,High income: OECD,High income,2000,78.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Switzerland,CHE,2001,0.23,CHE2001,Switzerland,CHE,High income: OECD,High income,2001,78.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Switzerland,CHE,2002,0.23,CHE2002,Switzerland,CHE,High income: OECD,High income,2002,78.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Switzerland,CHE,2003,0.25,CHE2003,Switzerland,CHE,High income: OECD,High income,2003,78.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Switzerland,CHE,2004,0.25,CHE2004,Switzerland,CHE,High income: OECD,High income,2004,78.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Switzerland,CHE,2005,0.25,CHE2005,Switzerland,CHE,High income: OECD,High income,2005,78.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Switzerland,CHE,2006,0.25,CHE2006,Switzerland,CHE,High income: OECD,High income,2006,80.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,No,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Switzerland,CHE,2007,0.285,CHE2007,Switzerland,CHE,High income: OECD,High income,2007,83.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Switzerland,CHE,2008,0.285,CHE2008,Switzerland,CHE,High income: OECD,High income,2008,85.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Switzerland,CHE,2009,0.29,CHE2009,Switzerland,CHE,High income: OECD,High income,2009,85.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Switzerland,CHE,2010,0.29,CHE2010,Switzerland,CHE,High income: OECD,High income,2010,85.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Switzerland,CHE,2011,0.285,CHE2011,Switzerland,CHE,High income: OECD,High income,2011,85.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Switzerland,CHE,2012,0.29,CHE2012,Switzerland,CHE,High income: OECD,High income,2012,85.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Switzerland,CHE,2013,0.31,CHE2013,Switzerland,CHE,High income: OECD,High income,2013,85.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Switzerland,CHE,2014,0.31,CHE2014,Switzerland,CHE,High income: OECD,High income,2014,85.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Switzerland,CHE,2015,0.32,CHE2015,Switzerland,CHE,High income: OECD,High income,2015,85.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Switzerland,CHE,2016,0.32,CHE2016,Switzerland,CHE,High income: OECD,High income,2016,85.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Switzerland,CHE,2017,0.325,CHE2017,Switzerland,CHE,High income: OECD,High income,2017,85.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Switzerland,CHE,2018,0.325,CHE2018,Switzerland,CHE,High income: OECD,High income,2018,85.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Switzerland,CHE,2019,0.415,CHE2019,Switzerland,CHE,High income: OECD,High income,2019,85.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Chile,CHL,1997,0.075,CHL1997,Chile,CHL,High income: OECD,High income,1997,60.6,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,50,No,Yes,Yes,No
Chile,CHL,1998,0.108333333,CHL1998,Chile,CHL,High income: OECD,High income,1998,60.6,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,50,No,Yes,Yes,No
Chile,CHL,1999,0.108333333,CHL1999,Chile,CHL,High income: OECD,High income,1999,60.6,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,50,No,Yes,Yes,No
Chile,CHL,2000,0.108333333,CHL2000,Chile,CHL,High income: OECD,High income,2000,60.6,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,50,No,Yes,Yes,No
Chile,CHL,2001,0.108333333,CHL2001,Chile,CHL,High income: OECD,High income,2001,60.6,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,50,No,Yes,Yes,No
Chile,CHL,2002,0.125,CHL2002,Chile,CHL,High income: OECD,High income,2002,60.6,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,50,No,Yes,Yes,No
Chile,CHL,2003,0.125,CHL2003,Chile,CHL,High income: OECD,High income,2003,60.6,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,50,No,Yes,Yes,No
Chile,CHL,2004,0.125,CHL2004,Chile,CHL,High income: OECD,High income,2004,63.8,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,50,No,Yes,Yes,No
Chile,CHL,2005,0.15,CHL2005,Chile,CHL,High income: OECD,High income,2005,63.8,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,50,No,Yes,Yes,No
Chile,CHL,2006,0.15,CHL2006,Chile,CHL,High income: OECD,High income,2006,66.9,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,50,No,Yes,Yes,No
Chile,CHL,2007,0.15,CHL2007,Chile,CHL,High income: OECD,High income,2007,71.9,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,80,Yes,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,50,No,Yes,Yes,No
Chile,CHL,2008,0.15,CHL2008,Chile,CHL,High income: OECD,High income,2008,71.9,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,80,Yes,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,50,No,Yes,Yes,No
Chile,CHL,2009,0.141666667,CHL2009,Chile,CHL,High income: OECD,High income,2009,75,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,80,Yes,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,75,No,Yes,Yes,Yes
Chile,CHL,2010,0.141666667,CHL2010,Chile,CHL,High income: OECD,High income,2010,75,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,80,Yes,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,75,No,Yes,Yes,Yes
Chile,CHL,2011,0.141666667,CHL2011,Chile,CHL,High income: OECD,High income,2011,75,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,80,Yes,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,75,No,Yes,Yes,Yes
Chile,CHL,2012,0.141666667,CHL2012,Chile,CHL,High income: OECD,High income,2012,75,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,80,Yes,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,75,No,Yes,Yes,Yes
Chile,CHL,2013,0.158333333,CHL2013,Chile,CHL,High income: OECD,High income,2013,77.5,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,75,No,Yes,Yes,Yes
Chile,CHL,2014,0.158333333,CHL2014,Chile,CHL,High income: OECD,High income,2014,77.5,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,75,No,Yes,Yes,Yes
Chile,CHL,2015,0.158333333,CHL2015,Chile,CHL,High income: OECD,High income,2015,77.5,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,75,No,Yes,Yes,Yes
Chile,CHL,2016,0.158333333,CHL2016,Chile,CHL,High income: OECD,High income,2016,77.5,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,75,No,Yes,Yes,Yes
Chile,CHL,2017,,CHL2017,Chile,CHL,High income: OECD,High income,2017,77.5,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,75,No,Yes,Yes,Yes
Chile,CHL,2018,0.225806452,CHL2018,Chile,CHL,High income: OECD,High income,2018,77.5,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,75,No,Yes,Yes,Yes
Chile,CHL,2019,0.225806452,CHL2019,Chile,CHL,High income: OECD,High income,2019,77.5,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,75,No,Yes,Yes,Yes
China,CHN,1997,,CHN1997,China,CHN,East Asia & Pacific,Upper middle income,1997,62.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
China,CHN,1998,0.218194025,CHN1998,China,CHN,East Asia & Pacific,Upper middle income,1998,62.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
China,CHN,1999,0.218194025,CHN1999,China,CHN,East Asia & Pacific,Upper middle income,1999,62.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
China,CHN,2000,0.217828418,CHN2000,China,CHN,East Asia & Pacific,Upper middle income,2000,62.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
China,CHN,2001,0.217828418,CHN2001,China,CHN,East Asia & Pacific,Upper middle income,2001,62.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
China,CHN,2002,0.217828418,CHN2002,China,CHN,East Asia & Pacific,Upper middle income,2002,62.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
China,CHN,2003,0.202345059,CHN2003,China,CHN,East Asia & Pacific,Upper middle income,2003,62.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
China,CHN,2004,0.202345059,CHN2004,China,CHN,East Asia & Pacific,Upper middle income,2004,62.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
China,CHN,2005,0.202684564,CHN2005,China,CHN,East Asia & Pacific,Upper middle income,2005,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,No,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
China,CHN,2006,0.202684564,CHN2006,China,CHN,East Asia & Pacific,Upper middle income,2006,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,No,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
